nm_jogo,nota_rank,nota_media,qt_avaliacoes,link,slug
5-Minute Dungeon,7.2,7.49,207,https://ludopedia.com.br/jogo/5-minute-dungeon,5-minute-dungeon
Maharaja: The Game of Palace Building in India,7.2,7.79,102,https://ludopedia.com.br/jogo/maharaja-the-game-of-palace-building-in-india,maharaja-the-game-of-palace-building-in-india
Star Realms: Colony Wars,7.2,8.48,47,https://ludopedia.com.br/jogo/star-realms-colony-wars,star-realms-colony-wars
Saint Petersburg (second edition),7.2,8.11,66,https://ludopedia.com.br/jogo/saint-petersburg-second-edition,saint-petersburg-second-edition
Adrenaline,7.2,7.71,118,https://ludopedia.com.br/jogo/adrenaline,adrenaline
Startups,7.2,7.55,174,https://ludopedia.com.br/jogo/startups,startups
Weather Machine,7.2,8.18,61,https://ludopedia.com.br/jogo/weather-machine,weather-machine
CO2,7.2,7.86,90,https://ludopedia.com.br/jogo/co2,co2
Kameloot,7.2,7.63,139,https://ludopedia.com.br/jogo/kameloot,kameloot
Bruxelles 1897,7.2,7.57,161,https://ludopedia.com.br/jogo/bruxelles-1897,bruxelles-1897
Bus,7.2,7.93,82,https://ludopedia.com.br/jogo/bus,bus
Timeline: Invenções,7.2,7.3,590,https://ludopedia.com.br/jogo/timeline-inventions,timeline-inventions
Krosmaster Arena,7.2,7.31,540,https://ludopedia.com.br/jogo/krosmaster-arena,krosmaster-arena
The Palaces of Carrara,7.19,7.75,108,https://ludopedia.com.br/jogo/the-palaces-of-carrara,the-palaces-of-carrara
Break the Code,7.19,7.63,136,https://ludopedia.com.br/jogo/break-the-code,break-the-code
The World of Smog: On Her Majesty's Service,7.19,7.95,79,https://ludopedia.com.br/jogo/the-world-of-smog-on-her-majesty-s-service,the-world-of-smog-on-her-majesty-s-service
SeaFall Legacy,7.19,7.51,189,https://ludopedia.com.br/jogo/seafall,seafall
Quarto!,7.19,7.64,134,https://ludopedia.com.br/jogo/quarto,quarto
Scarabya,7.19,7.36,345,https://ludopedia.com.br/jogo/scarabya,scarabya
Heróis de San Villano,7.19,7.51,187,https://ludopedia.com.br/jogo/herois-de-san-villano,herois-de-san-villano
Don Capollo,7.19,7.35,383,https://ludopedia.com.br/jogo/don-capollo,don-capollo
Space Base,7.19,7.61,143,https://ludopedia.com.br/jogo/space-base,space-base
Lotta Rome,7.19,7.88,86,https://ludopedia.com.br/jogo/rome-in-a-day,rome-in-a-day
Drillit! A Fuga da Montanha de Cristal,7.19,7.36,355,https://ludopedia.com.br/jogo/drillit-a-fuga-da-montanha-de-cristal,drillit-a-fuga-da-montanha-de-cristal
Rialto,7.19,7.64,133,https://ludopedia.com.br/jogo/rialto,rialto
Brick Like This!,7.19,7.8,97,https://ludopedia.com.br/jogo/brick-like-this,brick-like-this
Tannhäuser,7.19,8.18,60,https://ludopedia.com.br/jogo/tannhauser,tannhauser
Castell,7.19,8.29,54,https://ludopedia.com.br/jogo/castell,castell
My Little Scythe,7.19,7.87,87,https://ludopedia.com.br/jogo/my-little-scythe,my-little-scythe
Masmorra de Dados,7.19,7.33,425,https://ludopedia.com.br/jogo/masmorra-de-dados,masmorra-de-dados
Eleven: Um Jogo de Gerenciamento de Futebol,7.19,7.63,135,https://ludopedia.com.br/jogo/eleven-football-manager-board-game,eleven-football-manager-board-game
Ultimate Werewolf: Deluxe Edition,7.18,7.93,79,https://ludopedia.com.br/jogo/ultimate-werewolf-deluxe-edition,ultimate-werewolf-deluxe-edition
Container,7.18,7.98,74,https://ludopedia.com.br/jogo/container,container
Imagem & Ação 2,7.18,7.25,869,https://ludopedia.com.br/jogo/imagem-acao-2,imagem-acao-2
Oh My Brain,7.18,7.67,123,https://ludopedia.com.br/jogo/oh-my-brain,oh-my-brain
Recto Verso,7.18,7.58,151,https://ludopedia.com.br/jogo/recto-verso,recto-verso
Scrabble / Palavras Cruzadas,7.18,7.29,560,https://ludopedia.com.br/jogo/scrabble,scrabble
Infiltrado,7.18,7.48,196,https://ludopedia.com.br/jogo/the-chameleon,the-chameleon
Dark Ages: Holy Roman Empire,7.18,8.82,36,https://ludopedia.com.br/jogo/dark-ages-holy-roman-empire,dark-ages-holy-roman-empire
Mixtapes,7.18,7.89,83,https://ludopedia.com.br/jogo/mixtapes,mixtapes
Fae,7.18,7.39,281,https://ludopedia.com.br/jogo/fae,fae
Maré Alta,7.18,7.36,323,https://ludopedia.com.br/jogo/turn-the-tide,turn-the-tide
Speed Cups,7.18,7.52,172,https://ludopedia.com.br/jogo/speed-cups,speed-cups
Vampiro: A Máscara – Vendetta,7.18,7.66,122,https://ludopedia.com.br/jogo/vampire-the-masquerade-vendetta,vampire-the-masquerade-vendetta
Taluva,7.18,7.58,147,https://ludopedia.com.br/jogo/taluva,taluva
Manopla do Infinito: Um Jogo Love Letter,7.18,7.32,423,https://ludopedia.com.br/jogo/infinity-gauntlet-a-love-letter-game,infinity-gauntlet-a-love-letter-game
After The Empire,7.18,8.1,64,https://ludopedia.com.br/jogo/after-the-empire,after-the-empire
Dogs' Day,7.18,7.78,98,https://ludopedia.com.br/jogo/dogs-day,dogs-day
Kronologic: Paris 1920,7.18,7.83,90,https://ludopedia.com.br/jogo/kronologic-paris-1920,kronologic-paris-1920
Costa Ruana,7.18,7.49,190,https://ludopedia.com.br/jogo/costa-ruana,costa-ruana
TEAM3: Edição Verde,7.18,8.01,70,https://ludopedia.com.br/jogo/team3-green,team3-green
ONDA,7.17,8.08,65,https://ludopedia.com.br/jogo/onda,onda
Dorfromantik: The Duel,7.17,8.35,50,https://ludopedia.com.br/jogo/dorfromantik-the-duel,dorfromantik-the-duel
Ozob: A Cyberpunk Board Game,7.17,8.85,35,https://ludopedia.com.br/jogo/ozob-a-cyberpunk-board-game,ozob-a-cyberpunk-board-game
Last Friday,7.17,7.38,279,https://ludopedia.com.br/jogo/last-friday,last-friday
The Speicherstadt,7.17,7.66,121,https://ludopedia.com.br/jogo/the-speicherstadt,the-speicherstadt
Munchkin: Loot Letter,7.17,7.39,273,https://ludopedia.com.br/jogo/munchkin-loot-letter,munchkin-loot-letter
Imperial Miners,7.17,7.77,97,https://ludopedia.com.br/jogo/imperial-miners,imperial-miners
Stockpile,7.17,7.94,76,https://ludopedia.com.br/jogo/stockpile,stockpile
Railroad Ink: Edição Vermelho Ardente,7.17,7.48,187,https://ludopedia.com.br/jogo/railroad-ink-blazing-red-edition,railroad-ink-blazing-red-edition
Cartagena,7.17,7.48,186,https://ludopedia.com.br/jogo/cartagena,cartagena
Disney Coup: Artimanhas Ardilosas,7.17,7.5,177,https://ludopedia.com.br/jogo/disney-coup-artimanhas-ardilosas,disney-coup-artimanhas-ardilosas
Os Pilares da Terra: O Jogo de Cartas,7.17,7.48,184,https://ludopedia.com.br/jogo/die-saulen-der-erde-das-kartenspiel,die-saulen-der-erde-das-kartenspiel
Disney Villainous: Evil Comes Prepared,7.17,8.31,51,https://ludopedia.com.br/jogo/disney-villainous-evil-comes-prepared,disney-villainous-evil-comes-prepared
Crop Rotation,7.16,7.67,116,https://ludopedia.com.br/jogo/crop-rotation,crop-rotation
Rune Stones,7.16,8.17,58,https://ludopedia.com.br/jogo/rune-stones,rune-stones
Masai,7.16,7.89,80,https://ludopedia.com.br/jogo/masai,masai
Terramara,7.16,7.93,76,https://ludopedia.com.br/jogo/terramara,terramara
Luz Final,7.16,8.35,49,https://ludopedia.com.br/jogo/last-light,last-light
Merchants of the Dark Road,7.16,7.85,84,https://ludopedia.com.br/jogo/merchants-of-the-dark-road,merchants-of-the-dark-road
SpellBook,7.16,7.44,205,https://ludopedia.com.br/jogo/spellbook,spellbook
Historia,7.16,8.01,68,https://ludopedia.com.br/jogo/historia,historia
ColorFox,7.16,7.43,217,https://ludopedia.com.br/jogo/colorfox,colorfox
Kluster,7.16,7.41,229,https://ludopedia.com.br/jogo/kluster,kluster
Os Maus Companheiros,7.16,7.45,197,https://ludopedia.com.br/jogo/goodcritters,goodcritters
WAR: Vikings,7.16,7.28,478,https://ludopedia.com.br/jogo/war-vikings,war-vikings
Dungeons & Dragons: Conquest of Nerath Board Game,7.16,8.07,63,https://ludopedia.com.br/jogo/dungeons-dragons-conquest-of-nerath-board-game,dungeons-dragons-conquest-of-nerath-board-game
LEVEL 7 [Omega Protocol],7.16,8.23,54,https://ludopedia.com.br/jogo/level-7-omega-protocol,level-7-omega-protocol
Protocolo Scintilla,7.16,9.15,29,https://ludopedia.com.br/jogo/protocolo-scintilla,protocolo-scintilla
Anno 1800: The Board Game,7.16,7.97,71,https://ludopedia.com.br/jogo/anno-1800-the-board-game,anno-1800-the-board-game
Thief's Market,7.16,7.31,380,https://ludopedia.com.br/jogo/thief-s-market,thief-s-market
Crystal Palace,7.16,7.91,77,https://ludopedia.com.br/jogo/crystal-palace,crystal-palace
Kemet: Blood and Sand – Kickstarter Edition,7.15,8.96,32,https://ludopedia.com.br/jogo/kemet-blood-and-sand-kickstarter-edition,kemet-blood-and-sand-kickstarter-edition
Telma,7.15,7.33,327,https://ludopedia.com.br/jogo/telma,telma
Harry Potter: Estupefaça!,7.15,7.55,146,https://ludopedia.com.br/jogo/stupefy,stupefy
Ghosts of Christmas,7.15,8.05,64,https://ludopedia.com.br/jogo/ghosts-of-christmas,ghosts-of-christmas
Foto Perfeita,7.15,7.5,164,https://ludopedia.com.br/jogo/picture-perfect,picture-perfect
Carcassonne: Safari,7.15,7.82,87,https://ludopedia.com.br/jogo/carcassonne-safari,carcassonne-safari
Egizia,7.15,8.15,58,https://ludopedia.com.br/jogo/egizia,egizia
Vindication,7.15,8.01,67,https://ludopedia.com.br/jogo/vindication,vindication
Viagem no Tempo,7.15,7.47,183,https://ludopedia.com.br/jogo/viagem-no-tempo,viagem-no-tempo
Livros do Tempo,7.15,7.81,87,https://ludopedia.com.br/jogo/books-of-time,books-of-time
Saltfjord,7.15,8.14,58,https://ludopedia.com.br/jogo/saltfjord,saltfjord
The Fox in the Forest,7.15,7.71,102,https://ludopedia.com.br/jogo/the-fox-in-the-forest,the-fox-in-the-forest
Breachers - Fendas de Sempreterna,7.15,9.55,24,https://ludopedia.com.br/jogo/breachers-fendas-de-sempreterna,breachers-fendas-de-sempreterna
The Manhattan Project: Chain Reaction,7.15,7.3,371,https://ludopedia.com.br/jogo/the-manhattan-project-chain-reaction,the-manhattan-project-chain-reaction
Shipyard (Second Edition),7.15,8.37,47,https://ludopedia.com.br/jogo/shipyard-second-edition,shipyard-second-edition
Elfenland,7.15,7.51,159,https://ludopedia.com.br/jogo/elfenland,elfenland
The Night Cage,7.15,7.89,77,https://ludopedia.com.br/jogo/the-night-cage,the-night-cage
Ticket to Ride: Märklin,7.15,8.06,63,https://ludopedia.com.br/jogo/ticket-to-ride-marklin,ticket-to-ride-marklin
Medievalia,7.15,7.33,309,https://ludopedia.com.br/jogo/medievalia,medievalia
Colheita de Dados,7.14,7.3,365,https://ludopedia.com.br/jogo/harvest-dice,harvest-dice
The Binding of Isaac: Four Souls (2nd Edition),7.14,8.17,56,https://ludopedia.com.br/jogo/the-binding-of-isaac-four-souls-2nd-edition,the-binding-of-isaac-four-souls-2nd-edition
Pit Crew,7.14,7.61,123,https://ludopedia.com.br/jogo/pit-formula,pit-formula
Egizia: Shifting Sands,7.14,8.26,51,https://ludopedia.com.br/jogo/egizia-shifting-sands,egizia-shifting-sands
Operação Natal,7.14,9.86,21,https://ludopedia.com.br/jogo/operacao-natal,operacao-natal
King's Gold,7.14,7.28,395,https://ludopedia.com.br/jogo/king-s-gold,king-s-gold
Pyramido,7.14,8.01,65,https://ludopedia.com.br/jogo/pyramido,pyramido
5 Torres,7.14,7.49,162,https://ludopedia.com.br/jogo/5-towers,5-towers
Musa,7.14,7.51,151,https://ludopedia.com.br/jogo/muse,muse
Pandemic: Zona Crítica - Europa,7.14,7.64,113,https://ludopedia.com.br/jogo/pandemic-hot-zone-europe,pandemic-hot-zone-europe
The Werewolves of Miller's Hollow,7.13,7.55,135,https://ludopedia.com.br/jogo/the-werewolves-of-miller-s-hollow,the-werewolves-of-miller-s-hollow
Shinkansen: Zero Kei,7.13,7.56,133,https://ludopedia.com.br/jogo/shinkansen-zero-kei,shinkansen-zero-kei
Stranger Things: Mundo Invertido,7.13,7.88,76,https://ludopedia.com.br/jogo/stranger-things-upside-down,stranger-things-upside-down
Carcassonne: Star Wars,7.13,7.39,225,https://ludopedia.com.br/jogo/carcassonne-star-wars,carcassonne-star-wars
Unfair,7.13,7.98,67,https://ludopedia.com.br/jogo/unfair,unfair
Scream: The Game,7.13,7.89,75,https://ludopedia.com.br/jogo/scream-the-game,scream-the-game
Small World Underground,7.13,7.83,81,https://ludopedia.com.br/jogo/small-world-underground,small-world-underground
Planta Nubo,7.13,8.7,36,https://ludopedia.com.br/jogo/planta-nubo,planta-nubo
Roda de Tricô,7.13,8.22,52,https://ludopedia.com.br/jogo/knitting-circle,knitting-circle
Street Art,7.13,8.07,60,https://ludopedia.com.br/jogo/street-art,street-art
King of Tokyo: Duel,7.13,7.86,77,https://ludopedia.com.br/jogo/king-of-tokyo-duel,king-of-tokyo-duel
Hierarquia - Egito,7.13,8.95,31,https://ludopedia.com.br/jogo/hierarquia-egito,hierarquia-egito
Possessão Arcana,7.13,7.55,134,https://ludopedia.com.br/jogo/possessao-arcana,possessao-arcana
Escape: A Maldição do Templo,7.13,7.42,191,https://ludopedia.com.br/jogo/escape-the-curse-of-the-temple,escape-the-curse-of-the-temple
Onde foi parar meu osso?,7.13,9.14,28,https://ludopedia.com.br/jogo/onde-foi-parar-meu-osso,onde-foi-parar-meu-osso
Criaturas Maravilhosas,7.13,8.41,44,https://ludopedia.com.br/jogo/wondrous-creatures,wondrous-creatures
DP6 - Deepsix,7.13,7.56,131,https://ludopedia.com.br/jogo/dp6-deepsix,dp6-deepsix
Aeon's End: The New Age,7.13,9.38,25,https://ludopedia.com.br/jogo/aeon-s-end-the-new-age,aeon-s-end-the-new-age
Drako: Dragon & Dwarves,7.12,7.49,153,https://ludopedia.com.br/jogo/drako-dragon-dwarves,drako-dragon-dwarves
Timeline: Eventos Históricos,7.12,7.37,232,https://ludopedia.com.br/jogo/timeline-events,timeline-events
Colors of Paris,7.12,7.62,114,https://ludopedia.com.br/jogo/colors-of-paris,colors-of-paris
Ultimate Warriorz,7.12,7.36,236,https://ludopedia.com.br/jogo/ultimate-warriorz,ultimate-warriorz
The Game,7.12,7.37,228,https://ludopedia.com.br/jogo/the-game,the-game
Bamboo,7.12,7.74,90,https://ludopedia.com.br/jogo/bamboo,bamboo
Explorers of the North Sea,7.12,7.95,68,https://ludopedia.com.br/jogo/explorers-of-the-north-sea,explorers-of-the-north-sea
Mage Wars Arena,7.12,8.37,45,https://ludopedia.com.br/jogo/mage-wars-arena,mage-wars-arena
Um Império em Oito-Minutos,7.12,7.29,324,https://ludopedia.com.br/jogo/eight-minute-empire,eight-minute-empire
Holmes: Sherlock & Mycroft,7.12,7.35,243,https://ludopedia.com.br/jogo/holmes-sherlock-mycroft,holmes-sherlock-mycroft
Trick of the Rails,7.12,7.49,152,https://ludopedia.com.br/jogo/trick-of-the-rails,trick-of-the-rails
Bravo!,7.12,8.45,42,https://ludopedia.com.br/jogo/bravo,bravo
Mystic Vale,7.12,7.71,95,https://ludopedia.com.br/jogo/mystic-vale,mystic-vale
First Class: All Aboard the Orient Express,7.12,7.85,76,https://ludopedia.com.br/jogo/first-class-all-aboard-the-orient-express,first-class-all-aboard-the-orient-express
É Top!?: Geek & Pop,7.12,7.32,276,https://ludopedia.com.br/jogo/e-top-geek-pop,e-top-geek-pop
Tinners' Trail: Edição Expandida,7.12,7.8,82,https://ludopedia.com.br/jogo/tinners-trail-second-edition,tinners-trail-second-edition
Founders of Teotihuacan,7.12,7.6,116,https://ludopedia.com.br/jogo/founders-of-teotihuacan,founders-of-teotihuacan
Winner's Circle,7.12,8.06,59,https://ludopedia.com.br/jogo/winner-s-circle,winner-s-circle
Jenga,7.12,7.16,1242,https://ludopedia.com.br/jogo/jenga,jenga
Sand,7.12,7.87,74,https://ludopedia.com.br/jogo/sand,sand
Zurvivors Cooperação,7.11,7.74,89,https://ludopedia.com.br/jogo/zurvivors-cooperacao,zurvivors-cooperacao
Helvetia,7.11,7.87,74,https://ludopedia.com.br/jogo/helvetia,helvetia
Shakespeare (I),7.11,8.07,58,https://ludopedia.com.br/jogo/shakespeare-i,shakespeare-i
The Downfall of Pompeii,7.11,7.73,90,https://ludopedia.com.br/jogo/the-downfall-of-pompeii,the-downfall-of-pompeii
Glen More II: Chronicles,7.11,8.05,59,https://ludopedia.com.br/jogo/glen-more-ii-chronicles,glen-more-ii-chronicles
The Witcher: Path of Destiny,7.11,8.2,51,https://ludopedia.com.br/jogo/the-witcher-path-of-destiny,the-witcher-path-of-destiny
Star Wars: The Deckbuilding Game – Clone Wars Edition,7.11,8.75,34,https://ludopedia.com.br/jogo/star-wars-the-deckbuilding-game-clone-wars-edition,star-wars-the-deckbuilding-game-clone-wars-edition
Beer & Bread,7.11,8.01,62,https://ludopedia.com.br/jogo/beer-bread,beer-bread
Bang! Pocket,7.11,7.2,639,https://ludopedia.com.br/jogo/bang-pocket,bang-pocket
Bode of War,7.11,7.25,386,https://ludopedia.com.br/jogo/ziegen-kriegen,ziegen-kriegen
Descent: Journeys in the Dark,7.11,8.02,61,https://ludopedia.com.br/jogo/descent-journeys-in-the-dark,descent-journeys-in-the-dark
Near and Far,7.11,8.16,53,https://ludopedia.com.br/jogo/near-and-far,near-and-far
The Staufer Dynasty,7.11,7.96,65,https://ludopedia.com.br/jogo/the-staufer-dynasty,the-staufer-dynasty
Spyfall 2,7.11,7.56,124,https://ludopedia.com.br/jogo/spyfall-2,spyfall-2
Daitoshi,7.11,8.37,44,https://ludopedia.com.br/jogo/daitoshi,daitoshi
Tatsu (I),7.11,7.61,110,https://ludopedia.com.br/jogo/tatsu-i,tatsu-i
Paperback,7.11,7.71,92,https://ludopedia.com.br/jogo/paperback,paperback
The Estates,7.11,7.97,64,https://ludopedia.com.br/jogo/the-estates,the-estates
The Guild of Merchant Explorers,7.11,7.93,67,https://ludopedia.com.br/jogo/the-guild-of-merchant-explorers,the-guild-of-merchant-explorers
Orchestra,7.1,9.15,27,https://ludopedia.com.br/jogo/orchestra,orchestra
Dogs: Card Game,7.1,7.32,251,https://ludopedia.com.br/jogo/dogs-card-game,dogs-card-game
London,7.1,8.18,51,https://ludopedia.com.br/jogo/london,london
The Colonists,7.1,8.02,60,https://ludopedia.com.br/jogo/the-colonists,the-colonists
De Vulgari Eloquentia,7.1,7.9,69,https://ludopedia.com.br/jogo/de-vulgari-eloquentia,de-vulgari-eloquentia
Teseu,7.1,7.94,66,https://ludopedia.com.br/jogo/teseu,teseu
Gran Circo,7.1,7.44,164,https://ludopedia.com.br/jogo/gran-circo,gran-circo
Yangtze,7.1,7.4,187,https://ludopedia.com.br/jogo/lanterns-the-harvest-festival,lanterns-the-harvest-festival
Agent Avenue,7.1,7.65,100,https://ludopedia.com.br/jogo/agent-avenue,agent-avenue
La Isla,7.1,7.52,133,https://ludopedia.com.br/jogo/la-isla,la-isla
Similo: Harry Potter,7.1,7.59,113,https://ludopedia.com.br/jogo/similo-harry-potter,similo-harry-potter
The Druids of Edora,7.1,8.47,40,https://ludopedia.com.br/jogo/the-druids-of-edora,the-druids-of-edora
Carnegie - Edição Deluxe,7.1,8.87,31,https://ludopedia.com.br/jogo/carnegie-deluxe-edition,carnegie-deluxe-edition
Tiger & Dragon,7.1,7.74,85,https://ludopedia.com.br/jogo/tiger-dragon,tiger-dragon
PitchCar,7.1,7.73,87,https://ludopedia.com.br/jogo/pitchcar,pitchcar
Dobrões,7.1,8.0,61,https://ludopedia.com.br/jogo/dobroes,dobroes
Yellow & Yangtze,7.1,8.34,44,https://ludopedia.com.br/jogo/yellow-yangtze,yellow-yangtze
Twilight Inscription,7.1,7.49,140,https://ludopedia.com.br/jogo/twilight-inscription,twilight-inscription
Trapwords,7.1,7.77,81,https://ludopedia.com.br/jogo/trapwords,trapwords
Tiny Epic Cthulhu,7.1,8.58,37,https://ludopedia.com.br/jogo/tiny-epic-cthulhu,tiny-epic-cthulhu
Quilombolas – O Refúgio dos Palmares,7.09,9.12,27,https://ludopedia.com.br/jogo/quilombolas-o-refugio-dos-palmares,quilombolas-o-refugio-dos-palmares
Frost Shelter,7.09,7.49,139,https://ludopedia.com.br/jogo/frost-shelter,frost-shelter
Cottage Garden,7.09,7.66,96,https://ludopedia.com.br/jogo/cottage-garden,cottage-garden
Alma Mater,7.09,7.94,65,https://ludopedia.com.br/jogo/alma-mater,alma-mater
Hellapagos,7.09,7.55,121,https://ludopedia.com.br/jogo/hellapagos,hellapagos
BattleLore: Second Edition,7.09,8.02,59,https://ludopedia.com.br/jogo/battlelore-second-edition,battlelore-second-edition
Timeline: Clássico,7.09,7.24,373,https://ludopedia.com.br/jogo/timeline-classic,timeline-classic
Dungeon Drop,7.09,7.42,168,https://ludopedia.com.br/jogo/dungeon-drop,dungeon-drop
Love Letter: Adventure Time,7.09,7.77,81,https://ludopedia.com.br/jogo/love-letter-adventure-time,love-letter-adventure-time
MicroMacro: A Cidade do Crime - Full House,7.09,7.96,63,https://ludopedia.com.br/jogo/micromacro-crime-city-full-house,micromacro-crime-city-full-house
Rallyman: DIRT,7.09,7.75,83,https://ludopedia.com.br/jogo/rallyman-dirt,rallyman-dirt
Cubitos,7.09,8.1,54,https://ludopedia.com.br/jogo/cubitos,cubitos
Fila Filo - Formigas na Teia,7.09,7.51,128,https://ludopedia.com.br/jogo/spinderella,spinderella
My City,7.09,7.97,62,https://ludopedia.com.br/jogo/my-city,my-city
Wiz-War (Eighth Edition),7.09,7.64,98,https://ludopedia.com.br/jogo/wiz-war-eighth-edition,wiz-war-eighth-edition
Fresco: Big Box,7.09,8.3,45,https://ludopedia.com.br/jogo/fresco-big-box,fresco-big-box
Asara,7.09,7.98,61,https://ludopedia.com.br/jogo/asara,asara
Suspeição,7.09,8.78,32,https://ludopedia.com.br/jogo/suspeicao,suspeicao
